Gene Symbol,pLI,Residual.Variation.Intolerance.Score,Residual.Variation.Intolerance.Score.Percentile,pHI,pTS
ATG9A,0.714827712943686,-0.352661697351041,29.4880868129276,0.53666,0.98617
ATHL1,3.53241578008574e-09,-0.701780437902056,14.8148148148148,0.12063,0.23388
ATIC,2.48609470825841e-13,0.248041347899505,69.6154753479594,0.4097,0.22111
ATL1,0.99211803597583,-0.582225230800034,18.4418494928049,0.92851,0.93414
ATL2,0.980197371048562,-0.0678812493446645,48.690728945506,0.69089,0.34609
ATL3,0.000317251708826362,-0.137658575419519,43.5715970747818,0.29716,0.49002
ATM,2.71064232749178e-30,1.52689853793101,95.5060155697098,0.77978,0.68292
ATMIN,0.000970632527072967,-0.883608246012668,10.5036565227648,0.62245,0.43025
ATN1,0.998533107154739,-0.947938164534189,9.34182590233546,0.97256,0.95901
ATOH1,0.767526002722777,-0.113792788301589,45.2583156404812,0.08314,0.06073
ATOH7,0.0430200322640268,0.125076651719356,62.7388535031847,0.04458,0.2143
ATOX1,0.17740157925531,0.145304856741695,63.8122198631753,0.41061,0.16849
ATP10A,0.611013499237766,1.2915191744006,93.8605803255485,0.42837,0.33208
ATP10B,1.3436999038052e-23,1.37602704762927,94.5211134701581,0.4791,0.10001
ATP10D,2.24183562738568e-11,0.304886748472307,72.0158056145317,0.51342,0.45134
ATP11A,0.967333743318821,-1.60585774412885,3.00778485491861,0.67728,0.68494
ATP11B,0.992834850949756,-0.440847476566,24.5989620193442,0.87545,0.66095
ATP12A,9.71336645553994e-10,-1.31736593795931,4.78296768105685,0.09823,0.11998
ATP13A1,0.994473888962369,-1.25663046723303,5.34324133050248,0.92581,0.99177
ATP13A2,0.00120495054739301,-1.15939729884429,6.09813635291342,0.25389,0.62896
ATP13A3,0.999967444596667,-0.971800988819205,8.94668553904223,0.99428,0.9693
ATP13A4,6.07648654021509e-10,-1.38352325586492,4.3583392309507,0.55223,0.13697
ATP13A5,6.22871619777347e-28,2.03571433215935,97.723519698042,0.23229,0.13245
ATP1A1,0.999993850305473,-0.99930043925232,8.36871903750885,0.98007,0.99537
ATP1A2,0.600219587089565,-1.37413243583427,4.42911063930172,0.61919,0.98218
ATP1A3,0.999994323017881,-1.53030195741032,3.36753951403633,0.96228,0.99895
ATP1A4,1.89733270588042e-11,0.547404288458739,81.1335220570889,0.04963,0.22064
ATP1B1,0.995564605006206,-0.44994653437694,24.003302665723,0.96279,0.96799
ATP1B2,0.179758869110773,-0.337894034534553,30.3727294173154,0.32866,0.88723
ATP1B3,0.641391596618863,-0.207437528858246,38.2814343005426,0.57926,0.54841
ATP2A1,7.03974863284906e-09,-1.39255511162534,4.26987497051191,0.5248,0.64869
ATP2A2,0.998230938512269,-1.59645531435738,3.03727294173154,0.99451,0.9848
ATP2A3,0.0644500302496063,-1.47173569189541,3.73908940787922,0.3204,0.75267
ATP2B1,0.999997542188065,-1.02316836827334,7.94409058740269,0.99748,0.99478
ATP2B2,0.999921506473264,-1.94388124444973,1.89313517338995,0.97656,0.999
ATP2B4,0.521756389409679,-0.832257621565241,11.5062514744043,0.63603,0.91116
ATP2C1,0.999798834520344,-0.290161348016747,33.3392309506959,0.99275,0.99146
ATP4A,6.98616960990842e-08,-0.966362676406711,8.99386647794291,0.19557,0.70149
ATP4B,1.84084732787283e-05,-0.0458352466360507,50.34206180703,0.07362,0.12353
ATP5A1,0.998862483879488,-0.380166007171021,27.8839348903043,0.9385,0.96778
ATP5B,0.991635070003861,0.0387103394845901,56.9238027836754,0.89243,0.96823
ATP5C1,0.425803630820125,-0.317668748016334,31.4578910120311,0.80002,0.35433
ATP5D,0.00118323811959957,-0.317668748016334,31.4578910120311,0.24538,0.84169
ATP5E,0.0060568330836871,0.257356108034012,69.8336871903751,0.32141,0.10781
ATP5G1,0.327525828609274,0.035072053907763,56.2514744043406,0.61338,0.81421
ATP5G2,0.000275239005290865,0.0148448910014312,54.9481009672092,0.34249,0.37751
ATP5G3,0.538092564469556,-0.0972061904355301,46.2019344184949,0.46736,0.50266
ATP5H,0.0108715653767665,-0.207437528858246,38.2814343005426,0.42067,0.49343
ATP5I,0.207299098398329,0.191216163894121,66.5723047888653,0.23818,0.23283
ATP5J,0.100188831785232,0.479642105058553,78.9514036329323,0.46688,0.14959
ATP5J2,0.348503040158147,0.347360312185728,73.9738145789101,0.10349,0.22071
ATP5J2-PTCD1,1.77777327849927e-09,0.299418187170384,71.7032318943147,0.07182,0.17503
ATP5L,0.337891181698725,-0.0751598783889831,47.7883934890304,0.2489,0.24987
ATP5L2,0.166948561167818,0.323496557906976,72.9358339230951,0.04596,0.03032
ATP5O,0.434076662830685,-0.0494742139358113,50.0117952347252,0.4051,0.37405
ATP5S,6.3043463659782e-05,0.104848985682604,61.4944562396792,0.09412,0.25911
ATP5SL,5.83218953056788e-05,1.33018449372023,94.1731540457655,0.15897,0.23621
ATP6AP1L,0.139629451145235,0.593509966171948,82.513564519934,0.2219,0.22687
ATP6V0A1,0.997249734540438,-0.688817379094939,15.2040575607455,0.92867,0.98639
ATP6V0A2,4.73810629233338e-06,-0.615405356088501,17.4746402453409,0.4462,0.67184
ATP6V0A4,1.94342756038366e-12,-0.169017543682705,40.6758669497523,0.13244,0.20484
ATP6V0B,0.927635231427402,-0.0531135451807282,49.3866477942911,0.64036,0.86999
ATP6V0C,0.729144944239477,-0.141298761971039,42.8756782259967,0.44641,0.98997
ATP6V0D1,0.988131750847399,-0.361761278776434,28.6329322953527,0.77729,0.97709
ATP6V0D2,2.36746090830609e-08,0.130533008070585,63.3581033262562,0.0492,0.04696
ATP6V0E1,0.277597261020232,0.035072053907763,56.2514744043406,0.67809,0.14425
ATP6V1A,0.986543791938074,-0.427900189387204,25.1474404340646,0.92277,0.99639
ATP6V1B1,0.000244050365843846,-0.484940685378748,22.7530077848549,0.12529,0.52222
ATP6V1B2,0.991448562707497,-0.446304853258808,24.3335692380278,0.97457,0.8732
ATP6V1C1,0.142543167612395,-0.516085731950477,21.2019344184949,0.59103,0.68887
ATP6V1C2,2.2580233090132e-06,-0.0237892438281915,52.0936541637179,0.32632,0.44397
ATP6V1D,0.00315144323792958,-0.0292476111805028,51.4036329322954,0.54969,0.65294
ATP6V1E1,0.882471622602822,0.035072053907763,56.2514744043406,0.80167,0.80684
ATP6V1E2,9.71403129278788e-05,0.0846217467447619,60.3149327671621,0.12794,0.09872
ATP6V1F,0.563002529826286,0.0148448910014312,54.9481009672092,0.07132,0.20027
ATP6V1G1,0.0451736710316889,0.413500896465616,76.6749233309743,0.40667,0.29364
ATP6V1G3,0.0305017788865879,1.1024322206195,91.932059447983,0.08705,0.11461
ATP6V1H,3.85908994314964e-05,-0.734731259110518,14.0186364708658,0.65672,0.47784
ATP7B,5.23092252901538e-20,-0.336315199573846,30.378627034678,0.2492,0.12157
ATP8A1,0.999804445776751,-0.641086234226093,16.6784619013918,0.95927,0.91805
ATP8A2,0.418077899724509,-1.10409359729108,6.89431469686247,0.57803,0.76586
ATP8B1,3.6650370597666e-07,0.0991786777941675,60.757254069356,0.85291,0.28443
ATP8B2,0.999564591733884,-1.65537029274445,2.75418730832744,0.45287,0.96071
ATP8B3,9.18832885175999e-22,-0.446559329872253,24.2156168907761,0.07129,0.2579
ATP8B4,2.42164394305674e-27,1.12246679818741,92.1148855862232,0.28896,0.26147
ATP9A,0.999980637361735,-1.63874433911392,2.80136824722812,0.99061,0.896
ATP9B,7.02414710042202e-12,-1.13734553158191,6.39891483840528,0.72363,0.34946
ATPAF1,0.236382638181407,-0.44994653437694,24.003302665723,0.5427,0.67536
ATPAF2,0.00143053764737735,-0.291981272032411,33.2035857513564,0.25312,0.47659
ATPIF1,0.0593535041039216,0.0809838471560697,59.760556735079,0.07312,0.15108
ATR,0.701297833041861,-1.63922600537353,2.78957301250295,0.90955,0.94789
ATRIP,0.00148697990787471,-0.749505784145715,13.7414484548243,0.32317,0.63094
ATRN,0.999999975840269,0.117584698269078,62.1903750884643,0.99175,0.91546
ATRNL1,0.995631864108185,-1.59282849971802,3.06676102854447,0.95743,0.6917
ATXN1,0.398661149433984,-0.523584927256828,20.9365416371786,0.98199,0.77155
ATXN10,0.745162923489296,-1.02316836827334,7.94409058740269,0.56746,0.17367
ATXN2,0.999862271558356,-0.995664935684881,8.53974994102383,0.97891,0.95762
ATXN2L,0.999950395532872,-1.72514359370918,2.44751120547299,0.97367,0.93938
ATXN3,0.176363907956847,0.283038099290288,71.2668082094834,0.56932,0.52258
ATXN7,0.928556027503616,0.205769367137975,67.4982307147912,0.96533,0.47929
ATXN7L1,0.11109157508575,0.174625236643757,65.964850200519,0.97766,0.83855
ATXN7L2,0.718954812432385,-0.909290275054731,10.031847133758,0.65366,0.97001
ATXN7L3B,0.0979606124442928,0.0791650514527536,59.4302901627742,0.30988,0.45356
AUH,0.00725253971720532,-0.383807564318784,27.4180231186601,0.64079,0.21719
AUP1,0.0241550475219776,0.218717574883929,68.2708185892899,0.2476,0.83738
AURKA,0.435603931095833,0.903992902369651,89.3901863647087,0.92276,0.75569
AURKAIP1,0.00247538764889321,-0.0715203154713646,48.3486671384761,0.05464,0.11906
AURKB,0.00588233863615652,-0.159704656288596,41.9084689785327,0.19693,0.47751
AURKC,0.151759586463599,-0.205617011393044,38.5763151686719,0.12866,0.25557
AUTS2,0.996187482008472,-1.96773999180412,1.81646614767634,0.99738,0.79111
AVEN,5.70186245131166e-08,0.797386418728195,87.5383345128568,0.10154,0.04042
AVIL,1.03036255351714e-10,-0.749505784145715,13.7414484548243,0.19268,0.46268
AVL9,0.00032549454622102,-0.356299878812886,29.31115829205,0.75321,0.40617
AVPI1,1.07449770214276e-05,0.415317660853491,76.8105685303137,0.16482,0.21738
AVPR1A,1.28646095006851e-05,-0.247889023710057,35.9872611464968,0.08925,0.04204
AVPR1B,2.82255376407223e-05,0.64487597130215,84.1000235904694,0.03337,0.05555
AXDND1,1.80353379874149e-15,0.606246643525899,82.9322953526775,0.05261,0.08525
AXIN1,0.247772063902675,-1.43123376477568,4.01627742392074,0.65907,0.61607
AXIN2,0.119052193328808,0.321464690998263,72.8532672800189,0.96296,0.73477
AXL,0.76630115087899,-0.949752637970661,9.3241330502477,0.626,0.87959
AZGP1,0.0175975830278723,-0.55835743665548,19.5447039396084,0.13139,0.11011
AZI1,5.08817766356591e-08,2.68831675129103,98.8794527011087,0.43481,0.55175
AZI2,0.185308909021358,-0.405853866945098,26.2326020287804,0.73558,0.21543
AZIN1,0.991669446644311,-0.35994025061284,28.9337107808445,0.97217,0.95865
AZU1,8.74467686278012e-05,0.396906588514693,76.309271054494,0.05424,0.09663
B3GALNT1,0.248006524456185,-0.249709318589582,35.7454588346308,0.32306,0.41574
B3GALNT2,4.87048529360604e-06,-0.712684326387682,14.4963434772352,0.27101,0.17537
B3GALT1,0.329724363511517,-0.227663163036465,37.1137060627507,0.30806,0.31136
B3GALT2,0.491100476141356,-0.271755480784169,34.3182354328851,0.86289,0.87705
B3GALT5,0.00358396705517524,-0.314027421907655,31.929700401038,0.11607,0.10397
B3GALTL,2.01556582308315e-10,0.066214103853088,58.9584807737674,0.32563,0.16249
B3GAT1,0.78915280663019,-0.205617011393044,38.5763151686719,0.36091,0.35493
B3GAT2,7.03605213348901e-07,-0.0292476111805028,51.4036329322954,0.17307,0.218
B3GNT1,0.159379726862654,-0.273576252810267,33.9702760084926,0.14858,0.99398
B3GNT2,0.696953713886218,-0.0715203154713646,48.3486671384761,0.86604,0.56367
B3GNT3,0.200971950070002,0.529186139627863,80.8150507195093,0.28824,0.26347
B3GNT4,3.93670006882859e-06,1.0655969542585,91.6135881104034,0.02601,0.04162
B3GNT5,0.630704047253903,0.0387103394845901,56.9238027836754,0.78367,0.36498
B3GNT7,0.620845260079446,-0.0458352466360507,50.34206180703,0.49366,0.29451
B3GNT8,3.49055727461861e-07,0.733063565878964,86.2703467799009,0.06576,0.40445
B3GNTL1,2.14222358700744e-11,0.113945048889461,62.1431941495636,0.12166,0.14979
B4GALNT1,0.0560737731652395,0.264628793730737,70.517810804435,0.11779,0.37664
B4GALNT2,9.64033158743695e-07,0.80284585657217,87.691672564284,0.03993,0.06558
B4GALNT3,1.06179854846531e-07,0.483089098327094,79.0516631280963,0.74302,0.25286
B4GALT1,0.486324787710792,-0.516085731950477,21.2019344184949,0.47111,0.67655
B4GALT2,0.295417380860886,-0.358119786745166,29.1637178579854,0.33376,0.79795
B4GALT3,0.0208228744149612,-0.159704656288596,41.9084689785327,0.25287,0.92792
B4GALT4,2.32860130735228e-06,0.26099168622154,70.2583156404813,0.3658,0.35963
B4GALT5,0.991657870655178,0.194852701846611,67.032318943147,0.96743,0.92896
B4GALT6,0.995466887687435,0.194852701846611,67.032318943147,0.86155,0.84374
B4GALT7,0.00319749562629115,-0.734731259110518,14.0186364708658,0.26203,0.36952
B9D1,0.119139655847397,-0.139478552603161,43.2944090587403,0.34691,0.26391
B9D2,0.000844599441510728,-0.117432389280715,44.8926633640009,0.06456,0.22049
BAAT,7.96375042041763e-06,0.707379532011531,85.6275064873791,0.09273,0.06249
BABAM1,0.729375765332217,-0.315847836024872,31.687898089172,0.61991,0.75969
BACE1,0.944278809144277,-0.758599261598559,13.3286152394433,0.91028,0.94776
BACE2,0.952644808591658,-0.358119786745166,29.1637178579854,0.71376,0.3244
BACH1,0.01418640000584,-0.330615369612814,30.8209483368719,0.94928,0.19304
BACH2,0.874039851139597,-0.617221850921073,17.445152158528,0.97838,0.86257
BAD,0.000414578843999332,-0.317668748016334,31.4578910120311,0.18111,0.30437
BAG2,0.0883361376691997,-0.0751598783889831,47.7883934890304,0.51211,0.20232
BAG3,0.53203443022702,0.113945048889461,62.1431941495636,0.90465,0.31387
BAG4,0.0237409026699778,-0.0494742139358113,50.0117952347252,0.41467,0.35696
BAG5,0.0432181879837962,-0.0697007244836589,48.5432885114414,0.24394,0.25244
BAHD1,0.991930031952242,-0.927704399042095,9.71927341354093,0.96479,0.98678
BAI2,0.995235377472474,-1.51764244096936,3.46779900920028,0.98857,0.99164
BAI3,0.99999996623609,-1.74358502001341,2.39443264920972,0.99359,0.90952
BAIAP2,0.464202488604374,-1.39618255960127,4.22269403161123,0.87664,0.93036
BAIAP2L1,0.042773725631072,-0.552898812903576,19.863175277188,0.46601,0.33801
BAIAP2L2,0.000100357855733205,-0.448125345248182,24.1920264213258,0.20728,0.44145
BAIAP3,2.20929624637849e-19,-2.15017673052125,1.46850672328379,0.18835,0.32336
BAK1,0.00348654810029572,-0.317668748016334,31.4578910120311,0.21257,0.63376
BAMBI,0.00217665588048022,-0.115612493481457,45.1285680585044,0.26922,0.2096
BANF1,0.739287243394207,-0.00902080435145549,52.8544468034914,0.29404,0.81809
BANF2,0.0481236094609711,0.503505267157728,79.8891247935834,0.0329,0.03443
BANK1,1.76433043896144e-10,0.448277765945595,77.9959896201934,0.30085,0.15236
BAP1,0.385637503937077,-0.975433863288426,8.85232366124086,0.74657,0.97776
BARD1,1.17553778280862e-11,0.935129812490368,89.8619957537155,0.48567,0.09634
BARHL1,0.0384385890309819,-0.361761278776434,28.6329322953527,0.20723,0.47501
BARHL2,0.222344944286557,-0.560178693155224,19.308799245105,0.59023,0.24817
BARX2,0.123464487684471,-0.181750738820439,40.1568766218448,0.42794,0.10615
BATF,0.744904919744278,0.191216163894121,66.5723047888653,0.64985,0.90932
BATF2,0.0295318774859601,0.172806449558955,65.7584335928285,0.16285,0.3874
BATF3,0.0307613819993955,0.0791650514527536,59.4302901627742,0.15584,0.52483
BAX,0.167938540925625,-0.604271810115722,17.7459306440198,0.46633,0.72186
BAZ1A,0.999999774015725,-0.659500046360169,16.0710073130455,0.99157,0.88205
BAZ1B,0.999999562861573,-1.61488055117315,2.94880868129276,0.99261,0.99203
BAZ2A,0.999999725956371,-1.38712973671954,4.32295352677518,0.91272,0.97235
BAZ2B,0.999921440363501,-1.42403293820915,4.06345836282142,0.98153,0.82914
BBOX1,1.50172844518235e-12,-0.55835743665548,19.5447039396084,0.19474,0.11501
BBS1,1.77866932252961e-07,-0.264476623644486,34.8844066996933,0.20022,0.69332
BBS10,6.78247357873408e-09,-0.35448051846324,29.4291106393017,0.25972,0.096
BBS12,3.92874770167448e-07,1.37974276462331,94.6036801132343,0.25646,0.19172
BBS2,1.8525443177165e-10,-0.841329383684468,11.3647086577023,0.45254,0.47042
BBS4,0.000141017368072284,0.112125503199394,62.0960132106629,0.43682,0.12813
BBS5,0.00259936459879345,0.0387103394845901,56.9238027836754,0.35787,0.4234
BBS7,0.00117874565612182,-0.402212256577357,26.7338995046001,0.40126,0.657
BBS9,6.37524189346244e-10,1.05083837096392,91.3658881811748,0.47654,0.16456
BBX,0.958097848857497,0.00553420202048922,54.0988440669969,0.96508,0.77504
BCAM,0.0368511835228543,1.25292693484765,93.483132814343,0.1871,0.46718
BCAN,0.00361212462845155,-1.05637077557792,7.57843831092239,0.28033,0.77447
BCAP29,0.220058296267505,0.172806449558955,65.7584335928285,0.45642,0.21029
BCAR1,0.992956578294104,1.5303768404433,95.5119131870724,0.79329,0.61427
BCAR3,0.916779854975838,0.255325157247273,69.7157348431234,0.859,0.55279
BCAS1,0.0136569957373472,1.46976489632563,95.2819061099316,0.73791,0.16906
BCAS2,6.52504489211884e-05,0.125076651719356,62.7388535031847,0.27736,0.48665
BCAS3,0.998848201672345,-0.753139730510515,13.6706770464732,0.78204,0.90486
BCAT1,7.04875662949652e-06,0.483275131218283,79.2521821184242,0.30777,0.11882
BCAT2,1.71339042998067e-11,0.174625236643757,65.964850200519,0.25689,0.3829
BCCIP,0.00165485845540064,-0.714505427377045,14.4019815994338,0.51407,0.27773
BCDIN3D,0.00503914777207975,0.128714042348268,63.1988676574664,0.134,0.20602
BCHE,4.44441991561661e-11,0.778977686395736,87.2139655579146,0.27101,0.04207
BCKDHA,7.66463791783609e-08,-1.01953009797768,8.03845246520406,0.30397,0.7399
BCKDHB,2.91008815830628e-06,-0.44994653437694,24.003302665723,0.5507,0.27322
BCKDK,0.00580435804002904,-0.536310939527276,20.5355036565228,0.17111,0.8226
BCL10,0.118213218716406,0.281220278447086,71.0780844538806,0.56366,0.43779
BCL11A,0.828999684744843,-1.15545782760021,6.16890776126445,0.98456,0.69649
BCL2,0.337855763889345,-0.185391281642191,39.6791696154753,0.76841,0.69592
BCL2A1,0.481233411410349,0.505321955950706,80.0070771408351,0.17775,0.3576
BCL2L1,0.823684827507086,-0.207437528858246,38.2814343005426,0.89132,0.89007
BCL2L11,0.950822922206983,-0.249709318589582,35.7454588346308,0.64757,0.33206
BCL2L12,1.55699450949424e-05,0.861712132576277,88.688369898561,0.19681,0.43212
BCL2L13,0.070274402040073,0.508957609919043,80.2016985138004,0.41324,0.17409
BCL2L14,0.14312358632999,0.907624512753625,89.4668553904223,0.08066,0.03235
BCL2L15,0.00361468827063082,-0.00720137179372763,53.1906109931588,0.11281,0.24275
BCL2L2,0.312495747576068,-0.0292476111805028,51.4036329322954,0.43207,0.94241
BCL2L2-PABPN1,0.425968450134784,-0.404032746402437,26.5333805142722,0.39968,0.95101
BCL6,0.982525139432015,-0.464712395317715,23.5727765982543,0.97337,0.95304
BCL6B,0.151089911885991,-0.734731259110518,14.0186364708658,0.4935,0.76295
BCL7A,0.215729268155923,0.0828027428069584,60.0908233073838,0.38956,0.55412
BCL7B,0.706637383924404,-0.207437528858246,38.2814343005426,0.49194,0.58742
BCL7C,0.150443662576109,-0.185391281642191,39.6791696154753,0.27942,0.86507
BCL9,0.831846216932657,-1.6261153133521,2.87803727294173,0.90643,0.48665
BCL9L,0.998124598837792,-1.4735360056646,3.72729417315405,0.89251,0.84893
BCMO1,8.7309891857971e-07,0.404185162231448,76.4861995753715,0.1195,0.0198
BCO2,1.83157881067306e-13,1.69027054444539,96.4083510261854,0.23618,0.46317
BCR,0.999967224797783,-1.25301511633289,5.36093418259023,0.95771,0.73551
BCS1L,2.2774208943895e-08,-0.624497208291384,17.1620665251239,0.19265,0.93801
BDH1,0.000383112941167296,0.42077167632951,77.1585279547063,0.41867,0.0914
BDH2,4.05062122865546e-06,0.216898990231651,68.1292757725879,0.35343,0.36696
BDKRB1,0.07010469248697,-0.0440158785972104,50.4482189195565,0.11763,0.06359
BDKRB2,0.269901202726925,0.398725313686877,76.3564519933947,0.34733,0.21031
BDNF,0.946719308479018,0.437364460472149,77.5654635527247,0.91477,0.70692
BDP1,4.37097990000324e-11,2.38891526419379,98.4843123378155,0.70194,0.4758
BECN1,0.998697775912791,-0.18357086092754,39.9504600141543,0.671,0.89375
BEGAIN,0.890710074727172,-0.600630256114482,18.0644019815994,0.90948,0.84619
BEND3,0.498328912747109,-1.05999556607711,7.53715498938429,0.9304,0.57893
BEND4,0.986764685888198,0.240763791958702,69.3677754187308,0.65509,0.24747
BEND5,0.114990689141033,-0.271755480784169,34.3182354328851,0.7573,0.69301
BEND6,0.135146272891265,-0.339715007586223,30.066053314461,0.41228,0.80178
BEND7,0.01119032203323,-0.334253673326257,30.7029959896202,0.46669,0.18927
BEST1,4.88561552823397e-08,-0.218565430076567,37.6621844774711,0.24615,0.52063
BEST2,9.01637143288031e-11,0.308721233270463,72.5996697334277,0.04764,0.21128
BEST3,3.69441601591338e-17,0.134171522030655,63.5704175513093,0.12749,0.08918
BEST4,0.00309511388143714,-0.604271810115722,17.7459306440198,0.16271,0.85654
BET1,0.00201119979865631,-0.00902080435145549,52.8544468034914,0.29306,0.13466
BET1L,0.378367596560038,-0.383807564318784,27.4180231186601,0.07232,0.10084
BFAR,0.00230974824450457,0.0643948230301201,58.8464260438783,0.41199,0.3491
BFSP1,0.000105944351029142,0.0441681026708396,57.4074074074074,0.12073,0.21884
BGLAP,1.75722490280257e-05,0.481458260891962,79.0398678933711,0.05253,0.18468
BHLHE40,0.941607017631946,-0.314027421907655,31.929700401038,0.98979,0.72485
BHMT,0.000316952447729784,-0.0476546889667927,50.2241094597783,0.04437,0.06103
BHMT2,2.73916876646438e-12,0.174625236643757,65.964850200519,0.07857,0.05179
BICC1,0.571303026474837,0.602602981748289,82.8733191790517,0.89364,0.51658
BICD1,0.144785241366813,-1.50643546414654,3.54446803491389,0.69577,0.77925
BICD2,0.332593897219712,-1.39436777698338,4.24628450106157,0.95948,0.85043
BID,2.67829587669192e-07,-0.137658575419519,43.5715970747818,0.12316,0.20718
BIK,2.5374926599392e-05,0.215080721481145,67.9169615475348,0.11773,0.14239
BIN1,0.474193121768888,-0.754958417665109,13.5763151686719,0.65684,0.95132
BIN2,0.000209938130106231,0.687150476407977,85.1792875678226,0.17771,0.29365
BIN3,5.99066271257055e-06,-0.446304853258808,24.3335692380278,0.21727,0.28173
BIRC2,0.40445564763058,-0.246069118713615,36.069827789573,0.77521,0.26729
BIRC3,0.886667092506474,-0.534490514589259,20.7006369426752,0.59006,0.29062
BIRC5,0.215847836777704,0.793752871418931,87.4026893135173,0.25309,0.29274
BIRC6,0.999999999999996,-4.32977215871424,0.106157112526539,0.98375,0.57041
BIRC7,0.00380290601773512,0.643056625449087,84.0528426515688,0.06584,0.12353
BIRC8,6.54421950188215e-07,1.86123585627606,97.169143665959,0.07616,0.09849
BIVM,6.43353311511258e-06,-0.181750738820439,40.1568766218448,0.70767,0.64081
BLCAP,0.468529446393196,0.035072053907763,56.2514744043406,0.61357,0.93086
BLID,0.590165692367457,0.23712719204854,68.9844302901628,0.21564,0.02907
BLK,2.86165843035065e-07,-0.349025639494962,29.5588582212786,0.14566,0.02198
BLM,4.13859674040892e-11,-0.141516890455445,42.3625855154518,0.69195,0.57622
BLMH,0.00956068971702177,-0.0935664077426586,46.7386175984902,0.5445,0.50437
BLNK,0.990011101848006,-0.380166007171021,27.8839348903043,0.89849,0.66066
BLOC1S1,0.205801576114329,-0.163345026923734,41.2479358339231,0.14721,0.8498
BLOC1S2,0.0560249302301392,0.147123112334949,64.1129983486671,0.40349,0.57786
BLVRA,0.0832220297693768,0.0625756339661505,58.7402689313517,0.30311,0.17945
BLVRB,4.13261164472061e-05,0.30690266778416,72.381457891012,0.11172,0.35429
BLZF1,7.04847210432784e-06,1.28426903749095,93.7662184477471,0.36306,0.36415
BMF,0.354021066182312,-0.22948377130373,36.8601085161595,0.27339,0.62735
BMI1,0.515144747396546,-0.207437528858246,38.2814343005426,0.97261,0.88888
BMP1,0.868760693373601,-1.96413694724804,1.84005661712668,0.55246,0.95735
BMP10,0.722716219511508,0.0864408673100608,60.4741684359519,0.57129,0.36137
BMP2,0.938086415869115,-0.269935140210468,34.5954234489266,0.98421,0.23476
BMP2K,0.00191652482552986,0.273728691051368,70.7478178815758,0.81957,0.50358
BMP3,0.110241117911489,1.0655969542585,91.6135881104034,0.17301,0.06759
BMP4,0.967466005226941,0.327131069235345,73.2719981127624,0.78903,0.61182
BMP5,0.000107433236892632,0.352813824246712,74.4928049068176,0.7057,0.18161
BMP6,0.895081718104266,-0.336073592567977,30.5555555555556,0.93086,0.30919
BMP7,0.98128676800379,-0.514264484554357,21.414248643548,0.7841,0.72473
BMPER,0.00107085516215034,0.0698529741538247,59.105921207832,0.56939,0.21142
BMPR1A,0.768624359128999,-0.404032746402437,26.5333805142722,0.95561,0.65402
BMPR1B,0.991704371391891,-0.756778258577189,13.446567586695,0.94593,0.47862
BMPR2,0.996668086457278,-0.931338039603028,9.61311630101439,0.98729,0.84712
BNC1,0.886168665378858,-1.28049118299234,5.16631280962491,0.94702,0.33061
BNC2,0.999465645265111,0.631940881782103,83.5810332625619,0.95357,0.22331
BNIP1,0.00143692768334693,-0.115612493481457,45.1285680585044,0.45294,0.35379
BNIP2,1.6929996956937e-05,-0.336073592567977,30.5555555555556,0.60129,0.28835
BNIP3,0.0487268463399347,-0.00720137179372763,53.1906109931588,0.41524,0.23757
BNIP3L,0.330817931436664,-0.207437528858246,38.2814343005426,0.75281,0.48136
BNIPL,1.0279554795193e-09,0.531004227731177,80.8799245104978,0.15004,0.53226
BOC,0.00472748578589258,-1.6261153133521,2.87803727294173,0.67007,0.55663
BOD1L1,0.999528154229673,-0.630570959615408,16.790516631281,0.99227,0.34851
BOLA1,0.634184000881994,0.459411326240879,78.2849728709601,0.14639,0.68726
BOLA3,0.418296316493259,0.0130256087334302,54.6296296296296,0.28589,0.59744
BOLL,0.00790218351286136,0.170987911949958,65.5579146025006,0.1506,0.34175
BORA,0.000692705153335445,-0.025608647402347,51.9167256428403,0.69733,0.40579
BPGM,0.126322243893593,-0.339715007586223,30.066053314461,0.49318,0.22063
BPHL,0.000194971395463508,0.729426781253379,86.170087284737,0.36415,0.17416
BPI,8.85642713755215e-09,2.60181289909903,98.7673979712196,0.05214,0.03199
BPIFA1,3.60154382988658e-05,-0.293801652352006,32.9381929700401,0.05734,0.04235
BPIFA2,0.00266486348314627,0.75147411431579,86.6477942911064,0.0375,0.03385
BPIFA3,0.000409260412041777,0.995816766744117,90.622788393489,0.02872,0.02095
BPIFB1,5.76895247746317e-07,1.48999175109887,95.3585751356452,0.11534,0.09828
BPIFB2,7.68879584989142e-08,-0.0642426132270674,48.8440669969332,0.18765,0.1394
BPIFB3,1.27011210022581e-05,1.13720572234183,92.3271998112762,0.04983,0.08543
BPIFB4,3.46594612665667e-17,0.942426495393741,89.8914838405284,0.08789,0.06206
BPIFB6,1.20126828012269e-11,1.06741681454654,91.6666666666667,0.06858,0.07522
BPIFC,3.12823000785522e-06,0.889214109709319,89.242745930644,0.10241,0.12258
BPNT1,0.00021897484271604,0.459411326240879,78.2849728709601,0.38172,0.27363
BRAF,0.999978196041997,-0.604271810115722,17.7459306440198,0.9859,0.98684
BRAP,0.0157033106581831,-0.512444033930941,21.5557914602501,0.71183,0.88928
BRAT1,3.85834781380314e-09,0.769703588800291,86.9072894550602,0.47792,0.33771
