Human Phenotype,Cerebellar atrophy,Abnormal corpus callosum morphology,Abnormal cerebellum morphology,Cerebellar vermis hypoplasia,Cerebellar hypoplasia,Morphological central nervous system abnormality,Cerebral atrophy,Abnormal cerebral morphology,Morphological abnormality of the pyramidal tract,Hypoplasia of the corpus callosum,Abnormal cerebral ventricle morphology,Cerebral cortical atrophy,Abnormality of the spinal cord,Spinal cord compression,Neurodegeneration,Global brain atrophy,Degeneration of the lateral corticospinal tracts,Abnormal cerebellar vermis morphology,Abnormal caudate nucleus morphology,Caudate atrophy,Abnormal brainstem morphology,Hypoplasia of the brainstem,Spinal arteriovenous malformation,Spina bifida,Abnormal midbrain morphology,Abnormal globus pallidus morphology,Morphological abnormality of the corticospinal tract,Abnormal cerebral white matter morphology,Spinocerebellar tract degeneration,Diffuse cerebral atrophy,Brainstem dysplasia,Abnormal periventricular white matter morphology,Granulovacuolar degeneration,Abnormal cerebral cortex morphology,Cortical dysplasia,Olivopontocerebellar atrophy,Aplasia/Hypoplasia involving the central nervous system,Abnormality of the spinocerebellar tracts,White mater abnormalities in the posterior periventricular region,Aplasia/Hypoplasia of the cerebellar vermis,Pallor of dorsal columns of the spinal cord,Atrophy of the spinal cord,Hypodysplasia of the corpus callosum,Hypoplasia of the ventral pons,Cerebellar vermis atrophy,Cerebral hypoplasia,Pontocerebellar atrophy,Frontotemporal cerebral atrophy,Hypoplastic olfactory lobes,Late-onset spinocerebellar degeneration,Frontal cortical atrophy,"Abnormal aggressive, impulsive or violent behavior",Frontoparietal cortical dysplasia,Olivopontocerebellar hypoplasia,Cerebral cortical neurodegeneration,Dysplastic corpus callosum,Dorsal column degeneration,Central nervous system degeneration,Corticospinal tract hypoplasia,Cerebellar dysplasia,Hypoplasia of olfactory tract,Atrophy of the dentate nucleus,Generalized cerebral atrophy/hypoplasia,Inferior vermis hypoplasia,Hypoplasia of the optic tract,Temporal cortical atrophy,Corticospinal tract atrophy,Pallidal degeneration,Spinocerebellar tract disease in lower limbs,Spinocerebellar atrophy,Dysfunction of lateral corticospinal tracts,Cerebral degeneration,Hypoplasia of the frontal lobes,Abnormal morphology of the limbic system,Atrophy/Degeneration involving the spinal cord,Hypoplasia of the pyramidal tract,Aplasia/Hypoplasia of the cerebellum,Abnormal pons morphology,Aplasia/Hypoplasia of the brainstem,Aplasia/Hypoplasia of the pyramidal tract,Aplasia/Hypoplasia of the cerebrum,Aplasia/Hypoplasia involving the corticospinal tracts,Atrophy/Degeneration affecting the brainstem,Atrophy/Degeneration affecting the central nervous system,Atrophy/Degeneration affecting the cerebrum,Aplasia/Hypoplasia of the corpus callosum,Corpus callosum atrophy,Atrophy/Degeneration involving the corticospinal tracts,Atrophy/Degeneration involving the caudate nucleus,Abnormality of the septum pellucidum,Abnormal choroid plexus morphology,Cerebellar cortical atrophy,Spinal cord posterior columns myelin loss,Abnormal cerebral artery morphology,Spinal hemangioblastoma,Spinal arachnoid cyst,Spinal dysraphism,Spinal cord tumor,Abnormal spinal meningeal morphology,Spinal myoclonus,Anterior pituitary hypoplasia,Abnormal meningeal morphology,Abnormal dura mater morphology,Abnormality of the falx cerebri,Abnormality of the diencephalon,Abnormality of thalamus morphology,Cervical spinal cord atrophy,Abnormal fourth ventricle morphology,Abnormal third ventricle morphology,Abnormal corpus striatum morphology,Aplasia/Hypoplasia of the optic tract,Abnormality of hindbrain morphology,Abnormal metencephalon morphology,Abnormality of the dorsal column of the spinal cord,Abnormality of the medulla oblongata,Abnormality of the posterior pituitary,Posterior pituitary hypoplasia,,Abnormal cerebellar peduncle morphology,Abnormal superior cerebellar peduncle morphology,Parietal cortical atrophy,Occipital cortical atrophy,Hypoplasia of the pons,Subcortical cerebral atrophy,Abnormal hypothalamus morphology,Aplasia/Hypoplasia of the cerebral white matter,Cerebral white matter hypoplasia,Abnormality of brain morphology,Brain atrophy,Abnormal cerebral vein morphology,Abnormality of the pituitary gland,Extra-axial cerebrospinal fluid accumulation,Abnormal circle of Willis morphology,Abnormal nervous system morphology,Abnormal pineal morphology,Abnormal subarachnoid space morphology,Abnormal basal ganglia MRI signal intensity,Abnormal neuron morphology,Neurodevelopmental abnormality,Cerebral white matter atrophy,Superior cerebellar dysplasia,Abnormality of olfactory lobe morphology,Hypothalamic atrophy,Abnormal hippocampus morphology,Hypoplastic hippocampus,Abnormal lateral ventricle morphology,Hypoplastic anterior commissure,Abnormal cerebellar cortex morphology,Abnormal conus terminalis morphology,Abnormal putamen morphology,Focal cortical dysplasia,Focal cortical dysplasia type I,Focal cortical dysplasia type II,Focal cortical dysplasia type IIa,Abnormal diffusion weighted cerebral MRI morphology,Spontaneous cerebrospinal fluid leak,Posterior atrophy of corpus callosum,Degeneration of the striatum,Hypoplasia of the olfactory bulb,Abnormal morphology of the olfactory bulb,Abnormal substantia nigra morphology,Spinal meningioma,Diffuse cerebellar atrophy,Cerebellar hemisphere hypoplasia,Cerebral cortical hemiatrophy,Abnormal dentate nucleus morphology,Abnormality of forebrain morphology,Spinal cord lesion,Abnormal cerebral vascular morphology,Abnormal arachnoid mater morphology,Abnormal glial cell morphology,Abnormal oligodendroglia morphology,Abnormal astrocyte morphology,Abnormal neural tube morphology,Hippocampal atrophy,Atrophic pituitary gland,Abnormality of neutrophil morphology in CSF
,,,,,,OPA1,,NDE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPGRIP1,,,,,,CEP152,,,,,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAG,,,,,,,,,,
,,,,,,GLUL,,C2ORF69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINS1,,,,,,DLAT,,,,,BTK,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPS19,,,,,,,,,,
,,,,,,RPGRIP1L,,ERCC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMARCB1,,,,,,GLB1,,,,,HCFC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEF2C,,,,,,,,,,
,,,,,,TAOK1,,KAT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SECISBP2,,,,,,GABBR2,,,,,KLHL15,,,,,,,,,,,,,,,,,,,,,,,,,,,,SON,,,,,,,,,,
,,,,,,MRPS22,,EOGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPHB4,,,,,,ACTG1,,,,,ADAMTSL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTCH1,,,,,,,,,,
,,,,,,CCBE1,,NDUFA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF462,,,,,,CC2D2A,,,,,DALRD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,HNF1B,,,,,,,,,,
,,,,,,CHST14,,MRM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSMCE2,,,,,,TFAP2A,,,,,GABBR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFSD8,,,,,,,,,,
,,,,,,WDR45,,POLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARSB,,,,,,LRP12,,,,,TRAPPC11,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBBP8,,,,,,,,,,
,,,,,,NUTM2B-AS1,,DONSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLHL10,,,,,,PSMD12,,,,,ACADSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNTNAP1,,,,,,,,,,
,,,,,,PTCH1,,HSD17B10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANKRD11,,,,,,F13B,,,,,SELENOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYP11A1,,,,,,,,,,
,,,,,,NDUFA11,,ETHE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DYM,,,,,,ATN1,,,,,ALS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,LRPPRC,,,,,,,,,,
,,,,,,C12ORF57,,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM222,,,,,,LIG3,,,,,FLCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATP1A2,,,,,,,,,,
,,,,,,ZNF292,,NDUFAF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIF2A,,,,,,MYPN,,,,,TSEN54,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTDP1,,,,,,,,,,
,,,,,,ASXL3,,FA2H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKI,,,,,,NUP62,,,,,BRAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,DSTYK,,,,,,,,,,
,,,,,,INTS1,,RRM2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC2D2A,,,,,,KIF1C,,,,,PDHA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,POMK,,,,,,,,,,
,,,,,,B4GALNT1,,PIGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PYCR1,,,,,,GAS1,,,,,CCDC88A,,,,,,,,,,,,,,,,,,,,,,,,,,,,NFASC,,,,,,,,,,
,,,,,,PTEN,,FUZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC13A5,,,,,,FGF13,,,,,COL6A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIAA0586,,,,,,,,,,
,,,,,,POLG2,,KCNQ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNC13D,,,,,,TMEM216,,,,,ABCC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLC2A3,,,,,,,,,,
,,,,,,ADSL,,HEPACAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2A,,,,,,JAM2,,,,,AP4B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPGRIP1L,,,,,,,,,,
,,,,,,PEX16,,CTSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNASET2,,,,,,CENPE,,,,,KIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTPN23,,,,,,,,,,
,,,,,,TP53,,GDAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MME,,,,,,SLC16A2,,,,,ND3,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASK,,,,,,,,,,
,,,,,,TINF2,,KARS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUS7,,,,,,CENPF,,,,,PREPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATRX,,,,,,,,,,
,,,,,,DISP1,,GNAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TERT,,,,,,AMER1,,,,,CDH15,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIF1A,,,,,,,,,,
,,,,,,NDUFA8,,RPS17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DYNC2H1,,,,,,CDK5,,,,,FGFR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLI3,,,,,,,,,,
,,,,,,HLA-DQB1,,INTS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PURA,,,,,,SDHA,,,,,GTF2I,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADA2,,,,,,,,,,
,,,,,,SLC25A15,,KAT6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SETX,,,,,,FIG4,,,,,TBCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPG11,,,,,,,,,,
,,,,,,RPL31,,HSD17B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFF2,,,,,,PSMG2,,,,,EYA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUB1,,,,,,,,,,
,,,,,,TRAIP,,PIBF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEP57,,,,,,TMEM237,,,,,ZNHIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAC,,,,,,,,,,
,,,,,,MAN1B1,,CEP152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRPS1,,,,,,ZNF148,,,,,SUCLG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCN1A,,,,,,,,,,
,,,,,,ALOX5AP,,CSF1R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCS1L,,,,,,TP53,,,,,YEATS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNF2,,,,,,,,,,
,,,,,,FOXG1,,CDK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TINF2,,,,,,FANCI,,,,,DOCK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDE1,,,,,,,,,,
,,,,,,ESPN,,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYCE1,,,,,,SLC25A20,,,,,PEX19,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIM36,,,,,,,,,,
,,,,,,PDYN,,SNCAIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAT8L,,,,,,MLH1,,,,,SZT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDHB,,,,,,,,,,
,,,,,,SF3B4,,KAT6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR35,,,,,,KNSTRN,,,,,AP2M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANGPTL6,,,,,,,,,,
,,,,,,MED12,,PGAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GATAD2B,,,,,,KPNA3,,,,,CNPY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBC1D24,,,,,,,,,,
,,,,,,ERCC6,,PEX10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLXIPL,,,,,,CERT1,,,,,SATB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTNG1,,,,,,,,,,
,,,,,,NDUFS1,,VPS33A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUFU,,,,,,UGT1A1,,,,,HLA-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,PALB2,,,,,,,,,,
,,,,,,B3GLCT,,NDUFV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOGS,,,,,,TNRC6B,,,,,GPC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,COX7B,,,,,,,,,,
,,,,,,FLNA,,CDK19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM67,,,,,,IMPDH1,,,,,LAMB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3GLCT,,,,,,,,,,
,,,,,,MAP1B,,FAR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDUFB9,,,,,,PAX6,,,,,SACS,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAA10,,,,,,,,,,
,,,,,,PCDH15,,DPAGT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZBTB18,,,,,,ACTG2,,,,,IGF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNOT3,,,,,,,,,,
,,,,,,CA2,,RPS27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDKL5,,,,,,TNXB,,,,,LETM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYSM1,,,,,,,,,,
,,,,,,TSR2,,DDB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUROD2,,,,,,NDUFAF2,,,,,DLK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEPDC5,,,,,,,,,,
,,,,,,CEP63,,CNOT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS13A,,,,,,LARGE1,,,,,CANT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUFM,,,,,,,,,,
,,,,,,TCTN2,,NUP107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XRCC4,,,,,,FGF8,,,,,MAN1B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAS1,,,,,,,,,,
,,,,,,EIF2B3,,CTNNB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRAS,,,,,,FTL,,,,,TAFAZZIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,FGF8,,,,,,,,,,
,,,,,,ENG,,SLC35A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MGME1,,,,,,SALL4,,,,,LIAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERCC1,,,,,,,,,,
,,,,,,DAG1,,MCOLN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDON,,,,,,DNAJC13,,,,,LMAN2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATP6V0A2,,,,,,,,,,
,,,,,,TOE1,,PTCH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZC3H14,,,,,,DPAGT1,,,,,FIBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,COQ8A,,,,,,,,,,
,,,,,,IQSEC2,,OSGEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBC1D24,,,,,,FOXP2,,,,,YY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBP11,,,,,,,,,,
,,,,,,ODC1,,CARS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYTB,,,,,,CTSC,,,,,TMEM240,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRIP1,,,,,,,,,,
,,,,,,SMN1,,SC5D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSPG2,,,,,,CCBE1,,,,,DNAJC19,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTUD6B,,,,,,,,,,
,,,,,,RELN,,TUBGCP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TYROBP,,,,,,POMT1,,,,,SMARCA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM4,,,,,,,,,,
,,,,,,MPV17,,METTL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XYLT1,,,,,,NDUFA9,,,,,SURF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,AP1S2,,,,,,,,,,
